,year,country_name,DM_age_marr_mean,DM_age_mean,ED_educ_years_mean,FP_desired_mean,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,HH_time_water_mean,HH_women_time_water_mean,RH_age_first_birth_mean,RH_age_first_sex_mean,RH_children_born_mean,RH_children_living_mean,WL_wealth_mean,FP_desired_daugh_mean,FP_desired_sons_mean,DM_age_diff_mean,HL_number_cigarettes_mean
419,2006,Niger,15.24,28.19,0.72,9.05,1.42,5.84,5.92,1.96,7.8,56.68,55.54,18.63,15.31,3.72,2.88,8.65,2.36,3.04,12.03,12.68
420,2006,Nigeria,17.658,28.028,5.436,5.926,0.944,4.962,5.05,1.422,7.432,30.724,33.444,19.342,17.268,2.98,2.472,32.73,2.44,2.612,10.476,25.202
421,2006,Pakistan,18.86,21.44,2,2.44,1.03,6.83,6.8,0.88,5.41,30.32,22.73,19.45,NA,2.5,2.22,51.16,0.99,1.33,3.59,NA
422,2006,Peru,18.75,30.06,7.3,2.59,0.53,3.9,4.0,0.72,5.33,13.25,13.58,20.02,17.52,2.53,2.33,35.16,0.84,0.83,5.13,12.77
423,2006,Philippines,21.488,30.202,10.91,2.876,0.63,4.454,4.696,0.83,5.95,5.522,5.632,22.812,21.734,2.046,1.968,60.658,1.378,1.318,3.076,10.554
424,2006,Senegal,19.554,28.07,4.382,4.716,1.286,7.802,7.816,2.012,12.25,21.552,22.518,21.064,19.446,2.132,1.922,56.636,1.918,2.48,10.286,31.206
425,2006,South Africa,23.40889,30.82111,10.03444,2.381111,0.3811111,3.774444,3.792222,0.6233333,5.061111,11.09,9.216667,21.29556,18.74667,1.58,1.525556,78.69778,NA,NA,3.326667,NA
426,2006,Tanzania,17.78,28.74,4.666667,4.913333,0.9366667,4.326667,4.516667,1.196667,5.596667,65.09,69.44333,19.08,15.83333,3.213333,2.72,11.22667,1.946667,1.963333,7.373333,27.58636
427,2006,Togo,20.308,27.97267,5.730667,3.447333,0.6266667,4.256,4.296,0.8393333,6.15,NA,NA,21.42267,18.06333,1.712,1.54,51.936,1.374,1.322,6.878667,NA
428,2006,Turkey,20.324,25.048,4.686,1.654,0.312,3.48,3.524,0.34,3.12,37.47,30.848,19.9,NA,1.552,1.454,77.016,0.596,0.566,2.962,NA
429,2006,Uganda,17.9,27.38,6.84,4.47,0.88,4.33,4.34,1.17,6.09,46.11,46.35,18.37,16.02,3.07,2.61,21.91,2.09,1.97,6.61,2.13
430,2006,Zambia,17.552,27.906,6.358,4.51,1.142,5.096,5.298,1.414,6.704,20.788,19.504,18.534,16.67,3.192,2.756,18.166,1.922,1.838,6.678,7.008
431,2006,Zimbabwe,18.616,28.542,7.872,4.234,0.768,4.248,4.328,1.044,5.596,31.054,32.354,19.814,18.05,2.448,2.216,29.8,1.856,1.89,7.754,11
432,2007,Armenia,20.276,31.02,9.406,2.68,0.344,4.058,4.094,0.382,4.75,18.212,15.788,21.378,20.32,1.722,1.648,65.026,1.28,1.348,4.816,5.548
433,2007,Bangladesh,15.12,25.77,4.02,1.98,0.65,4.64,4.69,0.62,4.83,16.00824,13.49647,17.59,NA,2.48,2.19,19.06,0.71,0.86,8.16,NA
434,2007,Benin,17.32667,29.385,1.358333,5.751667,1.39,6.33,6.496667,1.975,8.721667,18.82333,19.35833,19.085,16.59833,3.715,3.011667,20.22833,2.405,2.621667,10.23667,NA
435,2007,Bolivia,20.246,29.188,7.654,2.356,0.602,3.898,3.996,0.84,5.136,21.886,21.82,20.802,18.494,2.604,2.34,50.18,0.984,1.086,3.158,NA
436,2007,Burkina Faso,17.20143,30.19286,1.032857,5.534286,1.244286,6.032857,6.097143,1.86,8.482857,17.91714,16.99857,18.99714,16.94143,4.001429,3.27,18.28571,2.088571,2.38,9.965714,NA
437,2007,Cambodia,19.37,29.998,3.79,3.402,0.664,4.432,4.808,0.714,5.554,NA,NA,21.324,19.732,2.41,2.094,38.726,1.784,1.532,2.972,19.308
438,2007,Cameroon,19.78286,27.68143,8.342857,4.428571,0.67,4.33,4.311429,0.9714286,6.41,20.22571,20.81857,20.40286,17.02143,1.977143,1.782857,44.27571,1.557143,1.455714,7.978571,19.12
439,2007,Colombia,19.708,30.064,8.794,2.566,0.572,4.514,4.528,0.722,5.632,22.276,22.542,21.206,18.702,1.872,1.796,57.93,1.256,1.008,4.628,NA
440,2007,Congo Democratic Republic,19.57,27.62,9.32,4.8,1.02,6.07,6.17,1.25,8.12,25.22,23.75,20.52,17.38,2.02,1.78,50.73,2.04,2.05,7.75,9.95
441,2007,Cote d'Ivoire,18.98778,28.72722,2.897778,5.433889,1.110556,5.762778,5.777222,1.922222,9.365556,35.31611,36.95111,18.41833,15.50611,3.298889,2.807778,31.93444,NA,NA,NA,NA
442,2007,Egypt,21.38,21.84333,5.77,1.643333,0.4366667,4.013333,3.953333,0.41,3.063333,17.93667,12.66333,20.55667,NA,1.596667,1.516667,82.06,0.52,0.5733333,4.213333,NA
443,2007,Ethiopia,15.79,27.9,2.61,4.733333,0.8466667,4.466667,4.606667,1.016667,5.606667,48.86667,48.4,18.69,15.38667,2.923333,2.45,14.37333,2.02,2.39,9.313333,36.93667
444,2007,Gabon,20.16,27.8525,8.454167,4.475833,0.6783333,4.254167,4.285833,1.114167,7.026667,23.95667,28.29833,19.36667,16.46917,2.061667,1.881667,60.86583,2.0825,1.979167,7.304167,NA
445,2007,Ghana,19.53,29.45,6.936,4.216,0.576,3.482,3.572,0.906,4.844,19.744,20.358,20.276,18.048,2.472,2.26,35.168,1.978,1.982,6.93,NA
446,2007,Guatemala,19.525,29.15,7.285,2.84,0.605,4.6,4.64,0.72,5.51,16.215,16.68,20.815,19.035,2.06,1.935,63.025,1.01,1.025,2.97,NA
447,2007,Guinea,16.21286,29.27,1.528571,5.515714,1.128571,6.014286,6.217143,1.415714,7.628571,18.87286,18.48429,18.88714,15.64286,3.247143,2.651429,19.59857,2.291429,2.44,13.97,7.151538
448,2007,Haiti,19.82,27.705,6.723333,2.746667,0.595,4.373333,4.381667,0.765,5.603333,24.70667,22.24667,21.84333,18.28667,1.688333,1.471667,38.02667,1.278333,1.103333,5.683333,20.57
449,2007,Honduras,18.01333,28.20333,7.366667,2.8,0.58,4.346667,4.4,0.7733333,5.5,11.19333,11.56333,19.52333,17.85,2.126667,2.026667,58.25,1.04,0.9733333,4.9,6.626667
450,2007,Indonesia,20.95,22.29,6.17,1.77,0.53,4.43,4.44,0.47,3.54,6.69,4.25,19.18,18.06,1.42,1.35,69.43,0.73,0.73,2.8,6.54
451,2007,Jordan,20.81,20.16,6.55,2.28,0.75,5.11,5.07,0.61,3.52,42.265,31.225,18.64,NA,2.14,2.09,86.46,0.94,1.1,3.46,NA
452,2007,Kenya,21.16,27.632,10.956,2.922,0.436,3.028,3.006,0.694,4.226,12.68,13.012,21.496,19.382,1.388,1.288,58.868,1.134,1.254,5.492,16.666
453,2007,Lesotho,18.958,28.186,8.024,2.98,0.548,3.754,3.798,0.796,5.91,25.828,26.388,20.662,18.32,1.89,1.716,22.816,1.41,1.434,5.576,5.84
454,2007,Liberia,18.66,28.57,5.14,4.52,0.9,4.9,5.0,1.25,6.69,12.37,12.99,18.89,15.85,2.63,2.09,25.88,2.24,2.2,6.82,32.79
455,2007,Madagascar,19.38,29.375,5.7825,3.78,0.77,4.53,4.6175,0.885,5.48,11.57,11.85,21.0625,18.6125,2.585,2.365,25.9025,1.6125,1.6875,4.2675,18.7875
456,2007,Malawi,17.37,27.7,6.785,4.17,1.015,4.89,4.93,1.255,6.175,29.335,29.49,18.795,16.855,3.01,2.605,15.695,1.9,1.85,6.82,41.703
457,2007,Mali,15.81667,28.38167,0.7716667,5.828333,1.261667,5.323333,5.491667,1.66,6.976667,14.24833,14.51833,18.745,15.43833,3.705,2.941667,19.44667,2.263333,2.791667,14.205,83.55833
458,2007,Mozambique,17.34,28.59,2.29,6.095,0.96,4.16,4.365,1.29,5.2,37.46,39.54,19.19,14.845,3.5,2.855,17.765,2.795,2.645,6.45,6.32
459,2007,Namibia,20.55857,27.66429,8.132857,3.571429,0.7085714,4.017143,4.15,1.037143,5.824286,16.78,16.79714,19.94286,17.35429,1.988571,1.782857,19.16714,1.698571,1.678571,6.722857,3.89
460,2007,Niger,15.31,28.28,0.7316667,9.031667,1.418333,5.793333,5.89,1.921667,7.618333,55.21833,54.23667,18.65833,15.4,3.763333,2.941667,9.213333,2.276667,2.94,12.02833,NA
461,2007,Nigeria,17.784,28.144,5.578,5.838,0.932,4.866,4.93,1.406,7.206,28.342,30.282,19.446,17.464,2.98,2.496,31.42,2.47,2.626,10.198,20.166
462,2007,Pakistan,18.93833,21.53667,2.103333,2.453333,1.028333,6.771667,6.735,0.885,5.411667,28.41333,21.42833,19.52,NA,2.483333,2.2,51.695,0.99,1.321667,3.561667,NA
463,2007,Peru,18.75,30.06,7.3,2.59,0.53,3.9,4.0,0.72,5.33,13.25,13.58,20.02,17.52,2.53,2.33,35.16,0.84,0.83,5.13,12.77
464,2007,Philippines,21.514,30.276,11.25,2.808,0.63,4.462,4.698,0.83,5.93,5.066,4.806,22.886,21.722,2.028,1.954,60.944,1.334,1.264,3.188,11.192
465,2007,Senegal,19.708,28.1,4.374,4.712,1.322,7.984,7.992,2.064,12.44,20.824,22.246,21.158,19.512,2.104,1.904,57.662,1.926,2.5,10.122,24.162
466,2007,South Africa,23.535,30.895,10.12,2.375,0.375,3.735,3.75,0.61,4.99,10.765,9.12,21.315,18.735,1.575,1.52,78.825,NA,NA,3.385,NA
467,2007,Tanzania,17.75,29.045,4.685,5.03,0.965,4.36,4.535,1.25,5.685,65.88,69.295,19.13,16.09,3.3,2.8,10.845,2.075,2.085,7.205,24.85455
468,2007,Togo,20.374,28.018,5.872,3.442,0.63,4.198,4.238,0.848,6.06,NA,NA,21.518,18.12,1.706,1.54,51.938,1.372,1.316,6.906,NA
469,2007,Turkey,20.502,24.904,4.688,1.642,0.306,3.47,3.522,0.33,3.06,37.86,34.164,19.91,NA,1.526,1.432,76.218,0.598,0.558,2.906,NA
470,2007,Uganda,17.926,27.47,6.948,4.5,0.878,4.28,4.296,1.172,5.974,45.418,45.464,18.376,16.072,3.058,2.62,23.026,2.092,1.956,6.612,2.174
471,2007,Zambia,17.6,27.97,6.41,4.52,1.13,4.99,5.18,1.37,6.46,21.6,20,18.59,16.77,3.18,2.78,18.07,1.89,1.82,6.45,8.26
472,2007,Zimbabwe,18.682,28.494,8.134,4.248,0.756,4.156,4.226,1.038,5.522,29.478,30.878,19.878,18.19,2.416,2.182,30.91,1.822,1.85,7.488,12
473,2008,Armenia,20.274,31.12,9.884,2.66,0.316,3.932,3.956,0.368,4.68,15.288,13.342,21.412,20.36,1.658,1.602,65.144,1.28,1.302,4.894,5.032
474,2008,Bangladesh,15.1925,25.8875,4.15,1.955,0.625,4.5825,4.6525,0.5975,4.765,16.28118,13.66235,17.6425,NA,2.4325,2.1525,20.4575,0.71,0.8475,8.0575,NA
475,2008,Benin,17.42333,29.31,1.376667,5.673333,1.37,6.35,6.503333,1.95,8.703333,18.07667,18.50667,19.11,16.59667,3.62,3.003333,20.91667,2.4,2.603333,10.17333,NA
476,2008,Bolivia,20.29,29.24,7.81,2.37,0.56,3.8,3.9,0.8,5.04,22.17,22.14,20.83,18.56,2.57,2.33,52.33,0.98,1.09,3.21,4.26
477,2008,Burkina Faso,17.20429,30.06857,1.048571,5.532857,1.242857,5.888571,5.951429,1.84,8.248571,18.69143,17.50571,19.05143,17.00429,3.944286,3.25,18.74714,2.115714,2.42,9.717143,NA
478,2008,Cambodia,19.26,30.032,4,3.368,0.646,4.388,4.792,0.696,5.546,NA,NA,21.336,19.678,2.33,2.026,40.634,1.786,1.518,2.998,16.652
479,2008,Cameroon,19.86714,27.77857,8.457143,4.431429,0.68,4.32,4.298571,0.9785714,6.34,19.47429,19.96143,20.46714,17.07857,1.972857,1.777143,45.66429,1.532857,1.434286,7.941429,21.32
480,2008,Colombia,19.692,30.146,8.866,2.584,0.558,4.466,4.472,0.708,5.548,22.804,22.918,21.184,18.648,1.878,1.804,58.02,1.274,1.022,4.642,NA
481,2008,Congo Democratic Republic,19.69667,27.71667,9.491667,4.751667,1.018333,6.008333,6.086667,1.25,8.05,24.27833,23.16,20.62833,17.42167,2.011667,1.78,51.46667,2.005,1.996667,7.796667,16.89
482,2008,Cote d'Ivoire,19.01222,28.79778,2.952222,5.411111,1.084444,5.662222,5.677778,1.877778,9.144444,36.52889,38.12889,18.43667,15.51889,3.301111,2.812222,31.92556,NA,NA,NA,NA
483,2008,Egypt,21.38,22.15,5.85,1.69,0.44,3.98,3.92,0.42,3.08,18.61,14.6,20.58,NA,1.61,1.53,81.71,0.57,0.65,4.35,NA
484,2008,Ethiopia,15.935,27.86,2.75,4.75,0.835,4.43,4.565,1.005,5.63,49.34,48.98,18.695,15.435,2.89,2.43,14.33,1.995,2.36,9.125,36.615
485,2008,Gabon,20.31,27.93,8.553333,4.456667,0.6666667,4.173333,4.196667,1.093333,6.843333,25.50333,30.30667,19.45333,16.51333,2.033333,1.863333,61.29667,2.07,1.963333,7.303333,NA
486,2008,Ghana,19.67,29.6,7.11,4.21,0.55,3.46,3.54,0.9,4.76,18.64,19.3,20.48,18.25,2.44,2.26,36.39,2.06,2.03,6.86,NA
487,2008,Guatemala,19.54688,29.19125,7.420625,2.81375,0.580625,4.56,4.5975,0.69375,5.475,15.52313,15.87625,20.83813,19.04688,2.02,1.900625,64.50687,0.95875,0.974375,2.9475,NA
488,2008,Guinea,16.24429,29.08,1.742857,5.468571,1.102857,5.971429,6.135714,1.398571,7.572857,19.12429,18.62143,18.77571,15.77429,3.165714,2.617143,21.58286,2.277143,2.43,13.83,7.532308
489,2008,Haiti,20.02,27.8,6.856667,2.733333,0.59,4.356667,4.373333,0.76,5.606667,24.52333,22.06333,21.86667,18.29333,1.676667,1.463333,38.90333,1.276667,1.096667,5.726667,19.4
490,2008,Honduras,18.06,28.31,7.54,2.78,0.58,4.32,4.365,0.765,5.46,10.11,10.49,19.54,17.84,2.11,2.01,58.995,1.045,0.97,4.98,7.84
491,2008,Indonesia,21.11,24.118,7.102,1.902,0.512,4.352,4.368,0.484,3.842,6.782,4.822,19.956,18.854,1.418,1.35,69.352,0.79,0.79,3.046,6.972
492,2008,Jordan,20.82,20.17,6.555,2.34,0.745,5.025,5.02,0.61,3.46,42.9875,31.9925,18.575,NA,2.12,2.055,86.98,0.935,1.12,3.46,NA
493,2008,Kenya,21.36,27.7,11.23,2.85,0.43,2.96,2.93,0.7,4.13,13.31,13.93,21.62,19.58,1.35,1.26,59.65,1.19,1.31,5.36,16.39
494,2008,Lesotho,19.114,28.188,8.212,2.98,0.554,3.712,3.734,0.788,5.78,24.224,24.334,20.786,18.4,1.86,1.688,22.838,1.4,1.452,5.548,7.12
495,2008,Liberia,18.74667,28.44833,5.255,4.498333,0.8783333,4.855,4.95,1.228333,6.678333,13.17833,13.805,18.94667,15.88,2.585,2.07,26.82167,2.19,2.138333,6.763333,32.91333
496,2008,Madagascar,19.2,29.37,5.58,3.76,0.78,4.58,4.69,0.89,5.53,11.31,11.73,20.93,18.55,2.64,2.42,25.47,1.59,1.66,4.2,22.68
497,2008,Malawi,17.38667,27.79333,6.863333,4.146667,1.02,4.92,4.95,1.25,6.166667,28.98667,28.98,18.76667,16.76,3.036667,2.626667,15.61333,1.88,1.826667,6.73,47.302
498,2008,Mali,16.05333,28.36333,0.8633333,5.846667,1.253333,5.306667,5.473333,1.64,6.903333,15.33667,15.74667,18.85,15.61667,3.63,2.943333,20.61333,2.286667,2.783333,14.06,68.11667
499,2008,Mozambique,17.4875,28.405,2.4475,5.97625,0.96,4.175,4.35375,1.29,5.19,40.695,42.9725,19.1425,14.65375,3.43,2.85125,17.54125,2.80375,2.67375,6.54,6.7625
500,2008,Namibia,20.67714,27.76857,8.235714,3.592857,0.7171429,4.014286,4.13,1.044286,5.758571,17.28,17.72429,19.95571,17.35857,1.997143,1.795714,21.08429,1.667143,1.637143,6.605714,3.96
501,2008,Niger,15.38,28.37,0.7433333,9.013333,1.416667,5.746667,5.86,1.883333,7.436667,53.75667,52.93333,18.68667,15.49,3.806667,3.003333,9.776667,2.193333,2.84,12.02667,NA
502,2008,Nigeria,17.91,28.26,5.72,5.75,0.92,4.77,4.81,1.39,6.98,25.96,27.12,19.55,17.66,2.98,2.52,30.11,2.5,2.64,9.92,15.13
503,2008,Pakistan,19.01667,21.63333,2.206667,2.466667,1.026667,6.713333,6.67,0.89,5.413333,26.50667,20.12667,19.59,NA,2.466667,2.18,52.23,0.99,1.313333,3.533333,NA
504,2008,Peru,18.83,30.29,7.265,2.58,0.53,3.815,3.92,0.735,5.2,10.98,11.56,19.985,17.535,2.49,2.32,37.63,0.86,0.83,5.07,6.45
505,2008,Philippines,21.54,30.35,11.59,2.74,0.63,4.47,4.7,0.83,5.91,4.61,3.98,22.96,21.71,2.01,1.94,61.23,1.29,1.21,3.3,11.83
506,2008,Rwanda,NA,26.95,6.06,3.06,0.75,4.17,4.23,1.02,5.61,24.69,23.75,21.71,NA,1.82,1.6,25.99,1.12,1.33,NA,NA
507,2008,Senegal,19.862,28.13,4.366,4.708,1.358,8.166,8.168,2.116,12.63,20.096,21.974,21.252,19.578,2.076,1.886,58.688,1.934,2.52,9.958,17.118
508,2008,Sierra Leone,17.11,29.14,1.83,4.86,1.06,5.01,5.27,1.34,6.4,13.54,14.25,19.67,15.76,2.99,2.46,13.68,2.38,2.31,11.52,7.07
509,2008,South Africa,23.66111,30.96889,10.20556,2.368889,0.3688889,3.695556,3.707778,0.5966667,4.918889,10.44,9.023333,21.33444,18.72333,1.57,1.514444,78.95222,NA,NA,3.443333,NA
510,2008,Tanzania,17.72,29.35,4.703333,5.146667,0.9933333,4.393333,4.553333,1.303333,5.773333,66.67,69.14667,19.18,16.34667,3.386667,2.88,10.46333,2.203333,2.206667,7.036667,22.12273
511,2008,Togo,20.44,28.06333,6.013333,3.436667,0.6333333,4.14,4.18,0.8566667,5.97,NA,NA,21.61333,18.17667,1.7,1.54,51.94,1.37,1.31,6.933333,NA
512,2008,Turkey,20.68,24.76,4.69,1.63,0.3,3.46,3.52,0.32,3,38.25,37.48,19.92,NA,1.5,1.41,75.42,0.6,0.55,2.85,NA
513,2008,Uganda,17.952,27.56,7.056,4.53,0.876,4.23,4.252,1.174,5.858,44.726,44.578,18.382,16.124,3.046,2.63,24.142,2.094,1.942,6.614,2.218
514,2008,Zambia,17.67167,28.01333,6.478333,4.57,1.118333,5.011667,5.208333,1.38,6.541667,21.37,20.14833,18.56333,16.74667,3.195,2.8,19.015,1.93,1.848333,6.443333,14.22
515,2008,Zimbabwe,18.748,28.446,8.396,4.262,0.744,4.064,4.124,1.032,5.448,27.902,29.402,19.942,18.33,2.384,2.148,32.02,1.788,1.81,7.222,13
516,2009,Armenia,20.272,31.22,10.362,2.64,0.288,3.806,3.818,0.354,4.61,12.364,10.896,21.446,20.4,1.594,1.556,65.262,1.28,1.256,4.972,4.516
517,2009,Bangladesh,15.265,26.005,4.28,1.93,0.6,4.525,4.615,0.575,4.7,16.55412,13.82824,17.695,NA,2.385,2.115,21.855,0.71,0.835,7.955,NA
518,2009,Benin,17.52,29.235,1.395,5.595,1.35,6.37,6.51,1.925,8.685,17.33,17.655,19.135,16.595,3.525,2.995,21.605,2.395,2.585,10.11,NA
519,2009,Burkina Faso,17.20714,29.94429,1.064286,5.531429,1.241429,5.744286,5.805714,1.82,8.014286,19.46571,18.01286,19.10571,17.06714,3.887143,3.23,19.20857,2.142857,2.46,9.468571,NA
520,2009,Cambodia,19.15,30.066,4.21,3.334,0.628,4.344,4.776,0.678,5.538,NA,NA,21.348,19.624,2.25,1.958,42.542,1.788,1.504,3.024,13.996
521,2009,Cameroon,19.95143,27.87571,8.571429,4.434286,0.69,4.31,4.285714,0.9857143,6.27,18.72286,19.10429,20.53143,17.13571,1.968571,1.771429,47.05286,1.508571,1.412857,7.904286,23.52
522,2009,Colombia,19.676,30.228,8.938,2.602,0.544,4.418,4.416,0.694,5.464,23.332,23.294,21.162,18.594,1.884,1.812,58.11,1.292,1.036,4.656,NA
523,2009,Congo Democratic Republic,19.82333,27.81333,9.663333,4.703333,1.016667,5.946667,6.003333,1.25,7.98,23.33667,22.57,20.73667,17.46333,2.003333,1.78,52.20333,1.97,1.943333,7.843333,23.83
524,2009,Cote d'Ivoire,19.03667,28.86833,3.006667,5.388333,1.058333,5.561667,5.578333,1.833333,8.923333,37.74167,39.30667,18.455,15.53167,3.303333,2.816667,31.91667,NA,NA,NA,NA
525,2009,Egypt,21.43333,22.35167,5.993333,1.71,0.4333333,3.911667,3.856667,0.4266667,3.073333,17.93,13.89,20.61333,NA,1.605,1.53,81.47333,0.55,0.625,4.301667,NA
526,2009,Ethiopia,16.08,27.82,2.89,4.766667,0.8233333,4.393333,4.523333,0.9933333,5.653333,49.81333,49.56,18.7,15.48333,2.856667,2.41,14.28667,1.97,2.33,8.936667,36.29333
527,2009,Gabon,20.46,28.0075,8.6525,4.4375,0.655,4.0925,4.1075,1.0725,6.66,27.05,32.315,19.54,16.5575,2.005,1.845,61.7275,2.0575,1.9475,7.3025,NA
528,2009,Ghana,19.56,29.51,7.138333,4.186667,0.5433333,3.408333,3.481667,0.8716667,4.728333,18.09667,18.955,20.495,18.23167,2.398333,2.218333,38.13167,2.033333,2.001667,6.755,NA
529,2009,Guatemala,19.56875,29.2325,7.55625,2.7875,0.55625,4.52,4.555,0.6675,5.44,14.83125,15.0725,20.86125,19.05875,1.98,1.86625,65.98875,0.9075,0.92375,2.925,NA
530,2009,Guinea,16.27571,28.89,1.957143,5.421429,1.077143,5.928571,6.054286,1.381429,7.517143,19.37571,18.75857,18.66429,15.90571,3.084286,2.582857,23.56714,2.262857,2.42,13.69,7.913077
531,2009,Haiti,20.22,27.895,6.99,2.72,0.585,4.34,4.365,0.755,5.61,24.34,21.88,21.89,18.3,1.665,1.455,39.78,1.275,1.09,5.77,18.23
532,2009,Honduras,18.10667,28.41667,7.713333,2.76,0.58,4.293333,4.33,0.7566667,5.42,9.026667,9.416667,19.55667,17.83,2.093333,1.993333,59.74,1.05,0.9666667,5.06,9.053333
533,2009,Indonesia,21.27,25.946,8.034,2.034,0.494,4.274,4.296,0.498,4.144,6.874,5.394,20.732,19.648,1.416,1.35,69.274,0.85,0.85,3.292,7.404
534,2009,Jordan,20.83,20.18,6.56,2.4,0.74,4.94,4.97,0.61,3.4,43.71,32.76,18.51,NA,2.1,2.02,87.5,0.93,1.14,3.46,NA
535,2009,Kenya,21.21833,NA,NA,NA,0.435,2.935,2.921667,NA,NA,13.36333,NA,NA,NA,NA,NA,58.36,NA,NA,NA,NA
536,2009,Lesotho,19.27,28.19,8.4,2.98,0.56,3.67,3.67,0.78,5.65,22.62,22.28,20.91,18.48,1.83,1.66,22.86,1.39,1.47,5.52,8.4
537,2009,Liberia,18.83333,28.32667,5.37,4.476667,0.8566667,4.81,4.9,1.206667,6.666667,13.98667,14.62,19.00333,15.91,2.54,2.05,27.76333,2.14,2.076667,6.706667,33.03667
538,2009,Malawi,17.40333,27.88667,6.941667,4.123333,1.025,4.95,4.97,1.245,6.158333,28.63833,28.47,18.73833,16.665,3.063333,2.648333,15.53167,1.86,1.803333,6.64,52.901
539,2009,Maldives,19.86,20.32,4.89,1.69,0.73,6.6,6.62,0.62,5.16,35.11,34.94,20.15,18.33,1.34,1.28,83.64,0.37,0.4,2.73,13.68
540,2009,Mali,16.29,28.345,0.955,5.865,1.245,5.29,5.455,1.62,6.83,16.425,16.975,18.955,15.795,3.555,2.945,21.78,2.31,2.775,13.915,52.675
541,2009,Mozambique,17.635,28.22,2.605,5.8575,0.96,4.19,4.3425,1.29,5.18,43.93,46.405,19.095,14.4625,3.36,2.8475,17.3175,2.8125,2.7025,6.63,7.205
542,2009,Namibia,20.79571,27.87286,8.338571,3.614286,0.7257143,4.011429,4.11,1.051429,5.692857,17.78,18.65143,19.96857,17.36286,2.005714,1.808571,23.00143,1.635714,1.595714,6.488571,4.03
543,2009,Niger,15.45,28.46,0.755,8.995,1.415,5.7,5.83,1.845,7.255,52.295,51.63,18.715,15.58,3.85,3.065,10.34,2.11,2.74,12.025,NA
544,2009,Nigeria,18.008,28.222,5.844,5.712,0.902,4.722,4.77,1.358,6.872,25.698,26.856,19.672,17.744,2.928,2.5,31.004,2.404,2.558,9.79,19.794
545,2009,Pakistan,19.095,21.73,2.31,2.48,1.025,6.655,6.605,0.895,5.415,24.6,18.825,19.66,NA,2.45,2.16,52.765,0.99,1.305,3.505,NA
546,2009,Peru,18.91,30.52,7.23,2.57,0.53,3.73,3.84,0.75,5.07,8.71,9.54,19.95,17.55,2.45,2.31,40.1,0.88,0.83,5.01,0.13
547,2009,Philippines,21.596,30.348,11.4,2.722,0.622,4.442,4.678,0.826,5.886,4.614,4.018,22.996,21.742,1.978,1.912,61.276,1.288,1.21,3.24,10.786
548,2009,Rwanda,NA,27.21,6.475,3.035,0.755,4.21,4.24,1.005,5.595,23.51,23.125,22.07,NA,1.78,1.565,30.68,1.09,1.3,NA,NA
549,2009,Senegal,20.016,28.16,4.358,4.704,1.394,8.348,8.344,2.168,12.82,19.368,21.702,21.346,19.644,2.048,1.868,59.714,1.942,2.54,9.794,10.074
550,2009,Sierra Leone,17.176,29.122,2.042,4.882,1.078,5.126,5.336,1.362,6.5,14.792,15.46,19.5,15.778,3.054,2.468,13.994,2.39,2.326,11.18,6.72
551,2009,South Africa,23.78722,31.04278,10.29111,2.362778,0.3627778,3.656111,3.665556,0.5833333,4.847778,10.115,8.926667,21.35389,18.71167,1.565,1.508889,79.07944,NA,NA,3.501667,NA
552,2009,Tanzania,17.69,29.655,4.721667,5.263333,1.021667,4.426667,4.571667,1.356667,5.861667,67.46,68.99833,19.23,16.60333,3.473333,2.96,10.08167,2.331667,2.328333,6.868333,19.39091
553,2009,Timor-Leste,19.77,27.98,5.84,5.31,1.0,6.21,6.26,1.22,7.68,37.61,37.64,21.22,20.03,2.72,2.41,21.59,2.46,2.42,6.2,5.57
554,2009,Togo,20.506,28.10867,6.154667,3.431333,0.6366667,4.082,4.122,0.8653333,5.88,NA,NA,21.70867,18.23333,1.694,1.54,51.942,1.368,1.304,6.960667,NA
555,2009,Turkey,20.712,26.08,5.02,1.844,0.298,3.418,3.476,0.334,3.252,36.684,36.432,20.436,NA,1.488,1.408,76.424,0.652,0.596,3.116,NA
556,2009,Uganda,17.978,27.65,7.164,4.56,0.874,4.18,4.208,1.176,5.742,44.034,43.692,18.388,16.176,3.034,2.64,25.258,2.096,1.928,6.616,2.262
557,2009,Zambia,17.74333,28.05667,6.546667,4.62,1.106667,5.033333,5.236667,1.39,6.623333,21.14,20.29667,18.53667,16.72333,3.21,2.82,19.96,1.97,1.876667,6.436667,20.18
558,2009,Zimbabwe,18.814,28.398,8.658,4.276,0.732,3.972,4.022,1.026,5.374,26.326,27.926,20.006,18.47,2.352,2.114,33.13,1.754,1.77,6.956,14
559,2010,Armenia,20.27,31.32,10.84,2.62,0.26,3.68,3.68,0.34,4.54,9.44,8.45,21.48,20.44,1.53,1.51,65.38,1.28,1.21,5.05,4
560,2010,Bangladesh,15.3375,26.1225,4.41,1.905,0.575,4.4675,4.5775,0.5525,4.635,16.82706,13.99412,17.7475,NA,2.3375,2.0775,23.2525,0.71,0.8225,7.8525,NA
561,2010,Benin,17.61667,29.16,1.413333,5.516667,1.33,6.39,6.516667,1.9,8.666667,16.58333,16.80333,19.16,16.59333,3.43,2.986667,22.29333,2.39,2.566667,10.04667,NA
